İl	İlçe	Köy	Merkeze uzaklık (km)	Birincil Öncelik	İkincil	Üçüncül	Telefon	Çocuk	Kadın	Yetişkin	Yaşlı	Hane	Yıkılan	Bilgi Alınan Vakit	Ek
Kahramanmaraş	Pazarcık	Sarıl	72.54	Barınma (Çadır, konteyner gibi)			05445381490	250		350	150		0	12/02/23 17:00	GÜNCEL EKSİK: 25 adet çadır, kuru gıda, çocuk  bezi, çocuk maması   ///// YARDIMA PEK GEREK OLMADIĞI SÖYLENDİ.
Hatay	Belen	Atik	32.30	Barınma (Çadır, konteyner gibi)				20	240	230	10		0	09/02/23 22:13	Köy camisi ciddi hasar almıştır. 
Hatay	Kırıkhan	Kamberli̇kaya	45.49	Barınma (Çadır, konteyner gibi)									25	09/02/23 19:00	
Hatay	Kırıkhan	Gültepe	48.91	Barınma (Çadır, konteyner gibi)	Tıbbi yardım malzemeleri		05358456232						0	09/02/23 19:00	İLACA İHTİYAÇLARI VAR. Çadır ve jeneratör lazım
Hatay	Kırıkhan	Danaahmetli	43.90	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Diğer					40		10	09/02/23 18:50	ARAÇ SIKINTISI YIK FAKAT YAKIT ALACAK NAKİTLERİ YOK. YAKIT SIKINTISI ÇEKİYORLAR.YOLLAR KALABALIK OLDUĞU İÇİN KAPALIİLÇELERDEN GELEN ÇOK FAZLA KİŞİ VAR. ÇADIR VE ISITICILARA İHTİYAÇ VAR. Çadır, kuru gıda ve jeneratör lazım.
Hatay	Kırıkhan	Çiloğlan	41.22	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Diğer		150		800	80		4	09/02/23 18:43	YOLLAR KAPALI, HASTANEYE ERİŞİM YOK.30DAN FAZLA CENAZE VAR. Çadır ve kuru gıda lazım
Hatay	Kırıkhan	Çataltepe	42.66	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Diğer				350				09/02/23 18:30	ped acil ihtiyaç. çataltepe- merkez arasındaki yolda taş düşmüş. ısınma için odun sobası gerekli. çadır gerekli
Gaziantep	Nurdağı	Başpınar	42.79	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05343154897	300			60		10	12/02/23 10:00	GUNCEL EKSIK: Çadır 20 tane////YOLLAR KISMEN AÇIK, KENDİ İMKANLARIYLA DÜZELTME YAPMIŞLAR. CENAZELERİ ÇOK.
Hatay	Kırıkhan	Baldiran	34.64	Barınma (Çadır, konteyner gibi)									0	09/02/23 17:25	KÖYDE CENAZELERİ ÇOK. MERKEZDE OTURAN VE ÖLEN ÇOK VAR.
Hatay	Kırıkhan	Balarmudu	53.90	Barınma (Çadır, konteyner gibi)	Teknik yardım (Powerbank,el fen	Tıbbi yardım malzemeleri		120		200			25	09/02/23 17:03	YARALILARI VAR, HASTANEYE ERİŞİM YOK
Hatay	Kırıkhan	Aygirgölü	50.85	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Isınma (El sobası, battaniye)				200	30			09/02/23 16:55	"ISINMA SIKINTISI VAR.
ÇADIR VE ISITICI GEREK."
Hatay	Kırıkhan	Arkitça	35.60	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05358456232	20		160	40		25	09/02/23 17:13	"YOLLAR KAPALI!!!
40 ADET ÇADIRA İHTİYAÇLARI VAR."
Hatay	Kırıkhan	Alabeyli̇	40.62	Barınma (Çadır, konteyner gibi)	Diğer	Kıyafet(Ayakkabı, çorap, iç çam							8	09/02/23 16:43	ACİL ÇADIRA İHTİYAÇLARI VAR!!!
Hatay	Arsuz	Aşaği Kepi̇rce	35.45	Isınma (El sobası, battaniye)	Barınma (Çadır, konteyner gibi)									09/02/23 21:18	MUHTAR TÜM AİLSESİNİ KAYBETTİĞİNDEN SORULARI CEVAPLAYACAK DURUMDA DEĞİLDİ. edit: Gıda, çadır, ısıtıcı, kadın ve çocuk iç giyime ihtiyaç var
Hatay	Kırıkhan	Aktutan	34.55	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam							2	10/02/23 16:37	YOLLAR TRAFİK NEDENİYLE KAPALI.ÇOCUK KIYAFETİNE İHTİYAÇLARI VAR.20 ÇADIRA İHTİYAÇLARI VAR.ENKAZ ALTINDAKİ KİŞİ ÖLMÜŞ. ÇADIR LAZIM
Hatay	Arsuz	Arpagedik	31.35	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05352161925						0	09/02/23 21:15	GIDA, ÇADIR İHTİYACI, EVE GİREMİYOLARMIŞ. edit: Afaddan yardım gelmemiş çadır ve gıda ihtiyacı var
Hatay	Kırıkhan	Camızkışlası	57.98	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be								09/02/23 19:40	MERKEZDEN GELEN ÇOK FAZLA KİŞİ VAR. NET SAYI YOK. KALACAK YERLERİ YOK. Çadır, kuru gıda battaniye lazım
Hatay	Arsuz	Arpaderesi	35.93	Gıda (ekmek,su,paketli gıda)	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	05373635315						4	10/02/23 09:08	MERKEZE YAKIN BİR KÖY. GIDA VE ÇADIRA ÇOK İHTİYAÇ VAR. edit: Sadece bisküvi yardımı olmuş. Çadır, gıda ve su ihtiyacı var
Hatay	Kırıkhan	Gölbaşı	43.60	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Hijyen ve sağlık( Ped, bebek be	05367426949	600		1500	100			09/02/23 20:00	ÇOK BEBEKVAR. MAMAYA İHTİYAÇLARI VAR.ENKAZ SAYISI BİLİNMİYOR AMA FAZLA.YAKITA İHTİYAÇLARI VAR. Çadır lazım
Hatay	Yayladağı	Çaki	22.12				05372563465	100		600	100		0	09/02/23 21:03	ACİL YAKIT İHTİYACI
Hatay	Yayladağı	Çabala	34.51	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	Diğer				400	50		4	09/02/23 20:58	ACİL YAKIT SIKINTISI VAR.
Hatay	Samandağ	Yaylıca	13.42	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	05355166105	1000	2500	2800	800		0	12/02/23 10:30	!EKSİKLER: temizlik malzemesi, sıvı sabun, diş macunu, tuvalet kağıdı, çadır, havlu, diş fırçası, şampuan
Hatay	Reyhanlı	Uzunkavak	31.61	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05327784302							09/02/23 20:52	25-30 KİŞİ ENKAZ ALTINDA.
Hatay	Reyhanlı	Tayfursökmen	22.53	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05327047202							12/02/23 14:00	GÜNCEL EKSİK: YARDIM GİTMEMİŞ. ÇADIR VE KURU GIDA İSTENİYOR.    ////   ÇADIR VERİLMİŞ AMA YETERSİZ. SU, GIDA, EKMEK ACİL İHTİYAÇ. edit: ÇADIR VE KURU GIDA İHTİYACI VAR
Hatay	Reyhanlı	Oğulpinar	44.79				05376302651							09/02/23 20:49	AHIRLAR YIKILMIŞ. ACİL İHTİYAÇ OLMADIĞI SÖYLENDİ.
Hatay	Reyhanlı	Suluköy	25.95	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05317142424							09/02/23 20:23	NÜFUS 300. AFAD 3 ÇADIR VERMİŞ AMA YETERSİZ. edit: KURU GIDA, ÇADIR, BATTANİYE, SU İHTİYACI VAR
Hatay	Samandağ	Kuşalani	17.84	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05356504888						15	09/02/23 20:35	6 KİŞİ HALA ENKAZDA 
Gaziantep	Islahiye	Telli	68.70	Kıyafet(Ayakkabı, çorap, iç çam	Teknik yardım (Powerbank,el fen	Isınma (El sobası, battaniye)	05379223997						7	09/02/23 20:28	
Hatay	Samandağ	Fi̇danli	13.49	Gıda (ekmek,su,paketli gıda)	Gıda (ekmek,su,paketli gıda)		05322656033							09/02/23 20:31	"Hastane yıkıldığı için ulaşılmıyor 
"
Hatay	Samandağ	Çamliyayla	18.50	Diğer			05387432069						0	09/02/23 20:23	"araç var fakat, yakıt yok
hasarlı binalar var
yollar kapalı"
Gaziantep	Islahiye	Örtülü	58.80	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Diğer	05324580079						0	09/02/23 20:20	
Hatay	Reyhanlı	Oğulpınar	44.80	Gıda (ekmek,su,paketli gıda)			05376302651							12/02/23 14:30	GÜNCEL EKSİK: acil çadır gerekli.   ////  AFADDAN 3 ÇADIR VERİLMİŞ AMA YETERSİZ. 300 NÜFUS.
Hatay	Samandağ	Çanakoluk	9.99	Hijyen ve sağlık( Ped, bebek be	Gıda (ekmek,su,paketli gıda)		05383387400							09/02/23 20:12	"Elektrik, su yok şebeke sıkıntılı, mazot ihtiyacı var
hayvanlara yem ihtiyacı var
Hasarlı binalar var"
Hatay	Reyhanlı	Paşaköy	31.18	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Teknik yardım (Powerbank,el fen								13/02/23 15:42	GÜNCEL EKSİK: çadır, kuru gıda, battaniye.  sağlık taraması yapılmadı ama durum iyi  /////YARDIM GİTMEMİŞ. ACİL İHTİYAÇLAR: ÇADIR, BATTANİYE, KURU GIDA    ////  ÇADIR, ISITICI, BATTANİYE, ÇOCUK BEZİ İHTİYAÇLARI VAR
Hatay	Reyhanlı	Paşahöyük	33.43	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be								12/02/23 15:37	GÜNCEL EKSİK: gıda,  su, 20 çadır, odun. yardımlar yetersiz. 2 yatalak hasta var.    /////   ODUN, GIDA, SU, ISITICI, ÇADIR İHTİYAÇLARI DEVAM EDİYOR     ////  1000 NÜFUS VAR. ÇOCUK KIYAFETİ İHİTYACI VAR. edit:İÇEÇEK, GIDA, EKMEK, ISITICI VEYA ODUN, 10 TANE ÇADIR, SU İHTİYACI VAR
Hatay	Reyhanlı	Kumtepe	23.10											12/02/23 14:00	GÜNCEL EKSİK: acilen çadır isteniyor. köyde sular akmıyor.    ////  1 YENİ TIR GEMİŞ. ŞU ANLIK YARDIM İHTİYACI YOK. edit: Çadır ve su ihtiyaçları var
Hatay	Reyhanlı	Kuletepe	28.60	Gıda (ekmek,su,paketli gıda)										13/02/23 15:32	GÜNCEL EKSİK: 20 çadır. sağlık taraması yapılmadı ama durum iyi. ////  çadır ve battaniye ihtiyacı devam ediyor.     /////   SU İHTİYACI VAR. edit:ÇADIR, BATTANİYE İHTİYAÇLARI VAR
Hatay	Reyhanlı	Karahöyük	30.70	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	Barınma (Çadır, konteyner gibi)							0	13/02/23 15:27	GÜNCEL EKSİK: hiçbir yardım gitmemiş önceden de belirtilen ihtiyaçlar acil isteniyor.     2 JENERATÖR, 10 ÇADIR, İÇME SUYU, YAŞLILARA VE ÇOCUKLARA BEZ, KADIN PEDİ İHTİYACI VAR. edit: EN AZ 1 ADET JENERATÖR, GIDA, BATTANİYE, ISITICI, İÇ ÇAMAŞIRI, ÇADIR
Gaziantep	Islahiye	Yesemek	59.32	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Kıyafet(Ayakkabı, çorap, iç çam					80		0	09/02/23 20:01	İhtiyaç Yok.
Hatay	Reyhanlı	Harran	40.44				05353133025							12/02/23 13:00	GÜNCEL EKSİK: çadır, kuru gıda. yardım gitmemiş.    ////   İHTİYAÇ YOK DENDİ. ACİL İHTİYAÇLAR: ÇADIR, KURU GIDA
Hatay	Reyhanlı	Göktepe	30.77											13/02/23 15:22	GÜNCEL EKSİK: çadır, ısıtıcı . sağlık taraması yapılmadı ama durum iyi  //// 15-20 paket kuru gıda. çadır gerekli  ////  YOLLAR GÖÇÜK ALTINDA. KAYIPLAR VAR. ACİL YARDIM BÖLGESİ. ÇOK ACİL ÇADIR İHTİYAÇLARI VAR
Hatay	Samandağ	Büyükoba	18.91	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		05355763386						0	09/02/23 20:01	"araç sıkıntısı yok, yakıt sıkıntısı var
yıkılan bina yok fakat sadece hastaneler yıkılmış"
Hatay	Reyhanlı	Gazimürsel	37.32				05317142424							12/02/23 13:00	GÜNCEL EKSİK: 5 adet çadır       /////   YARDIMA İHTİYAÇ YOK DENDİ.
Hatay	Reyhanlı	Fevzipaşa	43.00				05353369804							12/02/23 13:00	GÜNCEL: sadece çadır   //////  İHTİYAÇ YOK DENDİ.
Hatay	Reyhanlı	Davutpaşa	42.11	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)								13/02/23 15:17	GÜNCEL EKSİK: battaniye, soba, çadır.  sağlık taraması yapılmadı ama durum iyi //// çadır, battaniye, ısıtıcı  1000 KİŞİLİK NÜFUS, 1000 SURİYELİ
Hatay	Reyhanlı	Cilvegözü	43.22				05356660959							09/02/23 19:57	NET İLGİ EDİNİLMEDİ. ENKAZ VE ÖLÜ YOK. YARDIM GİTMEMİŞ. ACİL İHTİYAÇ: BATTANİYE, ERZAK, ÇOCUK BEZİ, ÇADIR
Hatay	Reyhanlı	Bükülmez	44.96	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam	Isınma (El sobası, battaniye)								13/02/23 15:07	GÜNCEL EKSİK: kuru gıda, un, battaniye, çadır.  sağlık taraması yapılmadı ama durum iyi //// battaniye ve çadır acilen isteniyor. ////2000 NÜFUS. HİÇ KİMSE GİTMEMİŞ. ACİL İHTİYAÇLAR: ÇADIR, BATTANİYE, EKMEK, SU
Hatay	Reyhanlı	Beşaslan	29.72	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)									13/02/23 15:03	GÜNCEL EKSİK: battaniye, çadır, kuru gıda.  sağlık taraması yapıldı durum iyi //// çadır ve gıda hala gitmemiş. Kıyafet istenmiyor. //// 450 HANE VAR. ENKAZ ALTINDA 5-6 HANE VAR. GİYİM İHTİYACI YOK.ACİL İHTİYAÇLAR: GIDA VE ÇADIR İHTİYAÇLARI VAR. KIYAFET İSTENMİYOR.
Hatay	Reyhanlı	Akyayla	40.52				05365426486							12/02/23 12:45	GÜNCEL EKSİK: çadır. diğer eksikler karşılanmış.   ////  HERHANGİBİR YARDIM GİTMEMİŞ. ACİL İHTİYAÇLAR: ÇADIR, KURU GIDA
Hatay	Reyhanlı	Ahmetbeyli	34.70	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		05374245148						6	12/02/23 12:00	GÜNCEL: Yardımlar ulaşmış şu an bir sıkıntı yok
Hatay	Samandağ	Batıayaz	15.71	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	05353362838						0	09/02/23 19:43	Evler hasarlı olduğundan dolayı insanlar dışarıda.
Hatay	Kırıkhan	Abalaklı	45.01	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam		200		250	30		30	09/02/23 19:43	YAKIT YOK, Çadır gerekli
Hatay	Samandağ	Yeşi̇lyazi	16.48	Gıda (ekmek,su,paketli gıda)	Tıbbi yardım malzemeleri	Isınma (El sobası, battaniye)	05333827321			200			0	09/02/23 19:30	Afad ekipleri gitmemiş, acil gıda yardımları isteniyor. 
Hatay	Defne	Yaylacik	11.10	Isınma (El sobası, battaniye)	Isınma (El sobası, battaniye)	Isınma (El sobası, battaniye)	05364728197							09/02/23 19:54	var, şeker tansiyon ilacı, insülin ilacı ihtiyacı. Çocuklar için ateş düşürücü, şurup,ağrı kesici ihtiyacı var.
Hatay	Hassa	Yukarıbucak	65.56	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Kıyafet(Ayakkabı, çorap, iç çam		30		500				12/02/23 12:00	GÜNCEL EKSİK: Gıda ihtiyaçları var. çadır ve kıyafet ihtiyacı giderilmiş ///// önceki bilgi: Araç sıkıntısı bazen oluyor, muhtar merkezden çadır almaya gittiğinde araç konusunda yardımcı olmuşlar. Afad'dan yardıma gelinmiş ama çoğu enkazedeyi köylü çıkarmaya çalışmış. Binaların %80 i yıkılmış geri kalanlar da hasarlı. Kadın nüfusu yarı yarıya. Yaşlı nüfusu çok az çoğu da vefat etmiş
Hatay	Samandağ	Vakıfköy	19.28	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05324835738	30	50	65	30		0	12/02/23 09:15	!EKSİKLER: plastik tabak,çatal,kaşık,bıçak
Hatay	Antakya	Saraycik	4.54	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)								09/02/23 19:52	Binalar hasarlı olduğundan, acil çadıra, battaniyeye ihtiyaç var. Köye defnedilen çok olduğu için sıkıntılar yaşanıyor su vs ihtiyacı var. Mazot yok. İlaç ihtiyaçları var .
Hatay	Samandağ	Yoğunoluk	18.06	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05324216388			1500			7	12/02/23 10:45	!!Tüm ihtiyaçlar gelmiş. Yalnızca ÇADIR gerekli
Hatay	Antakya	Saçakli	17.22	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05326760052						0	09/02/23 19:50	Çoğu hasarlı binalar olduğu için acil çadıra, gıdaya ve yakacak ürüne ihtiyaçları var. İlaç ihtiyaçları karşılanmış.Arabaları var ama mazot bulamıyorlar. 
Hatay	Samandağ	Uzunbağ	12.86	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	05383387400	1000	2500	2900	1000		5	09/02/23 19:44	Çift şerit yolun tek şeridi yıkılmış. tek taraftan ulaşım sağlanıyor.  Fakat bölgeye ekip gönderilmesine rağmen can güvenliği sorunu yaşanmakta. Suriyeli yerleşik halk yardımı kabul etmemekte.
Hatay	Antakya	Melekli̇	17.04	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	Isınma (El sobası, battaniye)							5	09/02/23 19:49	İyi durumda olduklarını evlerin genelinde hasar olmadığını yakacak (kömür-odun) ve gıda ihtiyaçları olduklarını söylendi.
Hatay	Antakya	Mansurlu	6.65	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	05356010646						0	09/02/23 19:47	Acil olarak çadıra, gıdaya ihtiyaçları var. Su hala verilmemiş,ihtiyaçları var.
Hatay	Antakya	Madenboyu	14.87	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)							5	09/02/23 19:04	Acil olarak gıda-battaniye-mazot-içme suyuna ihtiyaçları var. Diyaliz hastaları varmış.
Hatay	Arsuz	Hacıahmetli	29.09	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05355910997	400	1600	2000	600		4	09/02/23 19:13	edit:Afaddan yardım gelmemiş çadır ve gıda ihtiyacı var
Hatay	Samandağ	Tomruksuyu	11.34	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	05324634953	1200	2000	2500	700		0	12/02/23 09:39	! EKSİKLER: gıda, sıvı sabun, çadır, jeneratör. yalnızca kıyafet yardımı gelmiş. kıyafete ihtiyaç yokmuş
Gaziantep	Islahiye	Yukarıbilenler	69.05	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05372992499						0	09/02/23 19:35	
Hatay	Kırıkhan	Adalar	45.23	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			100		270	150		0	09/02/23 19:39	HASTANEYE ERİŞİMLERİ YOK. EN YAKIN HASTANE ADANADA. Çadır, kuru gıda, çocuk bezi lazım.
Hatay	Samandağ	Tekebaşı	22.56	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	Barınma (Çadır, konteyner gibi)	05355446125	4000	5000	6000	2000		0	12/02/23 08:45	yardımlar ulaşmış. EKSİKLER: çadır, ısınma için araç-gereç, mezar taşı yapabilmek için pirket veya o türde bir malzeme ihtiyacı var.
Hatay	Arsuz	Gülci̇han Arsuz	34.25	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05325148779	120	180	360	120		0	09/02/23 18:42	yapıların çoğunda hasar olmadığı için köye gelen misafir çok. o sebeple ekstra çadır, malzeme gerekli.  
Hatay	Samandağ	Meydan	24.92	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	05352522000	1000	1800	2000	500		0	12/02/23 08:45	EKSİKLER: gıda, çadır, ısıtıcı, çocuk bezi ve çocuk maması acil ihtiyaç. Yeterli yardım ulaşmamış.
Gaziantep	Islahiye	Yolbaşı	69.29	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05322211934				30		0	09/02/23 19:25	Çadır ihtiyacı var insanlar evine girmeye korkuyor, ilçe merkezi sıkıntılı
Hatay	Samandağ	Kuşalanı	17.84	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	05356504888						15	09/02/23 19:22	En önemli ihtiyaç gıda, çadır hayvanlar için yem. Kesinlikle çadır gitmesi lazım insanlar dışarda şu an!!!!
Hatay	Samandağ	Karaçay	10.45	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05322628853						5	09/02/23 19:09	
Hatay	Derekuyu	Arsuz	28.51	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05359561564							09/02/23 18:31	Toplam nüfus 750. Hasarlı binalar içine girilemeyecek durumda. Afad yardımı ulaşmamış ama kaymakamlıktan yardım gelmiş kuru gıda ve çadır ihtiyacı hala var.
Hatay	Samandağ	Fidanlı	13.76	Gıda (ekmek,su,paketli gıda)			05322656033						6	09/02/23 19:00	Gıda ihtiyacı
Hatay	Yayladağı	Yukarıpulluyazı	36.09	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	Gıda (ekmek,su,paketli gıda)	05386701262	30	50	70	150		0	09/02/23 18:48	"Mazot yok
Hatay'ın genelinde mazot, benzin, tüp sıkıntısı var.
Kıyafet ve un, şeker isteniyor.
Yetişkin kıyafeti isteniyor.
İç çamaşır ve ayakkabı isteniyor."
Hatay	Reyhanlı	Uzunkavak	31.61	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05327784302							09/02/23 15:58	
Hatay	Samandağ	Çubukçu	10.87	Gıda (ekmek,su,paketli gıda)	Gıda (ekmek,su,paketli gıda)	Gıda (ekmek,su,paketli gıda)	05364691072						0	09/02/23 18:47	Yakıt yok
Hatay	Yayladağı	Yukarıokçular	12.70	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	Kıyafet(Ayakkabı, çorap, iç çam		2000	1500	3200	800		3	09/02/23 18:35	 un istiyor yemek ve gıda istiyor 250 koli
Hatay	Samandağ	Çanakoluk	9.99	Gıda (ekmek,su,paketli gıda)	Teknik yardım (Powerbank,el fen	Hijyen ve sağlık( Ped, bebek be	05383387400						2	09/02/23 18:33	Mazot eksiği, yem eksiği. 10 tane kronik hasta 2si diyalize bağlı
Hatay	Yayladağı	Yoncakaya	22.29	Gıda (ekmek,su,paketli gıda)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		350	300	500	250		30	09/02/23 18:21	
Hatay	Antakya	Çamlıyayla	10.63	Gıda (ekmek,su,paketli gıda)			05387432069						0	09/02/23 18:20	Yakıt sıkıntısı, yem sıkıntısı
Kahramanmaraş	Dulkadiroğlu	Beşenli	40.01	Isınma (El sobası, battaniye)	Kıyafet(Ayakkabı, çorap, iç çam	Barınma (Çadır, konteyner gibi)	05339650733	50	130	250	50		10	09/02/23 18:28	
Kahramanmaraş	Dulkadiroğlu	Bulanık	33.50	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05325641852	2500	1500	3000	1000		400	09/02/23 18:24	barınma sorunu acil. doktora ulaşım yetersiz
Kahramanmaraş	Dulkadiroğlu	Çatmayayla	20.48	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		100	400	800	300		20	09/02/23 18:19	
Hatay	Yayladağı	Yalaz	30.26	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam	Hijyen ve sağlık( Ped, bebek be		25	150	300	50		0	09/02/23 18:11	
Hatay	Antakya		5.99	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	05355074206				400		0	09/02/23 18:01	Geçimlerini hayvancılıkla sürdürdükleri için yem sıkıntısı çekilmektedir. Ayrıyeten yakıt sıkıntısı vardır
Kahramanmaraş	Dulkadiroğlu	Başdevrişli	30.69	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		100	150	300	45		10	09/02/23 18:12	
Kahramanmaraş	Dulkadiroğlu	Boyalı	22.18	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)		150	100	200	40		0	09/02/23 18:09	
Hatay	Altınözü	Üçırmak	25.41	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	Isınma (El sobası, battaniye)		7	15	25	2		0	09/02/23 17:55	"Çadır yetersiz çadır isteniyor.
Un isteniyor."
Hatay	Payas	Kozludere	62.53	Barınma (Çadır, konteyner gibi)			05355443794	350					6	09/02/23 15:54	Sadece çadır lazım.
Kahramanmaraş	Dulkadiroğlu	Arslanbey	51.71	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)		250	150	300	30		60	09/02/23 18:05	
Kahramanmaraş	Dulkadiroğlu	Ağabeyli	25.96	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		60	125	250	45		15	09/02/23 18:00	
Hatay	Kumlu	Doğuayrancı	38.51	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)			50			5		22	12/02/23 11:16	GUNCEL EKSIK: ACİLL 20 adet çadır ve kuru gıda////Yardım gelmiş ama çocuk kıyafeti çıkmış içinden daha çok. Bizde çocuk pek yok, yazık oldu diyor. Acil ihtiyaçları gıda.
Hatay	Antakya	Batıayaz	22.86	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	05353362838						0	09/02/23 17:52	
Kahramanmaraş	Dulkadiroğlu	Abbaslar	47.84	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)		400	250	500	70		40	09/02/23 17:17	bazı yollarda hasar mevcut
